2018/02/28 3:50:06 午後 GMT+9	1	女	ごめんヘルシェイク矢野の事考えてた	ごめんヘルシェイク矢野の事考えてた	迷っている	ヘルシェイク矢野	ヘルシェイク矢野	ヘルシェイク矢野	ヘルシェイク矢野の事考えてた	ごめんヘルシェイク矢野の事考えてた	ごめんヘルシェイク矢野の事考えてた	迷っている				
2018/02/28 3:51:16 午後 GMT+9	1	男	なんとなくプログラミングが面白そうだったから	特になし	迷っている	Windows	英検	プログラミングをすること;ディープラーニングや人工知能;ゲーム制作;Webサイト制作;アプリ開発;画像処理;映像制作;音楽制作;3DCG制作;WebやDTPなどのデザイン	先生が面白い	テストで一位	意外と楽しい	迷っている				
2018/02/28 3:52:34 午後 GMT+9	1	男	なんとなく	特になし	情報系	Windows	英検	プログラミングをすること;ディープラーニングや人工知能;マイコンなどの電子工作;ゲーム制作;Webサイト制作;アプリ開発;画像処理;映像制作;音楽制作;3DCG制作;WebやDTPなどのデザイン	同じ趣味の人が多いこと;専門科目が先取りできること;学校が楽しい;授業が面白い;やりたいことが出来ること;休みが多い;部活が楽しい	特にない	がんばれ	迷っている				
2018/02/28 3:53:05 午後 GMT+9	1	男	なんとなく	特になし	迷っている	Windows;Mac	英検	プログラミングをすること	同じ趣味の人が多いこと	プログラミング	楽しいですよ。	迷っている				
2018/02/28 3:53:50 午後 GMT+9	5	女	おっぱいの研究がしたかった	おっぱいがない	迷っている	Windows;Mac	数検;漢検	プログラミングをすること	休みが多い	おっぱいの研究	おっぱいはない	迷っている				
2018/02/28 3:54:06 午後 GMT+9	3	女	特になし	特になし	電気電子系	Windows	英検;数検;漢検;アマチュア無線;危険物取扱者 (乙4など)	特になし	学校が楽しい	特になし	がんばってください！	就職			家電・電子機器などの開発;生産器具の開発	
2018/02/28 3:54:27 午後 GMT+9	4	男	電苑が欲しかったから	電苑が年一でしかもらえないこと。	電気電子系	Windows	英検;漢検;TOEIC (300以上);アマチュア無線	ロボットやドローン;マイコンなどの電子工作	やりたいことが出来ること;部活が楽しい	電苑大好きクラブを作る	電苑はいいぞ	就職			生産器具の開発	村田機械
2018/02/28 3:54:33 午後 GMT+9	1	女	イキリンが話題	イキリンがいると聞いた	迷っている	Windows	イキリンディスリ1級	イケイケ高専ボーイに質問すること	学校が楽しい	イキリンを制圧	イキリンが落ちてくるぞ！	迷っている				
2018/02/28 3:54:48 午後 GMT+9	3	男	なんとなく	特になし	情報系	Windows	英検;TOEIC (300以上)	プログラミングをすること;マイコンなどの電子工作;ゲーム制作;Webサイト制作;アプリ開発	学校が楽しい	とくになし	がんばれ	大学編入	情報 (工学)系			
2018/02/28 3:54:57 午後 GMT+9	3	女	パソコンが好きだから	特になし	電気電子系	Windows	英検;数検;漢検;TOEIC (300以上);アマチュア無線	映像制作;音楽制作	学校が楽しい;休みが多い	ない	楽しいです	就職			システムエンジニア;メディアアーティスト	YAMAHA
2018/02/28 3:55:22 午後 GMT+9	3	男	電気に興味があったから	特になし	電気電子系	Windows	英検;漢検;TOEIC (500以上);アマチュア無線;危険物取扱者 (乙4など)	特になし	学校が楽しい	電気系	頑張ってください	大学編入	電気系			
2018/02/28 3:55:24 午後 GMT+9	3	女	推薦で店員割れしてそうだったから	特になし	電気電子系	Windows	数検;アマチュア無線;危険物取扱者 (乙4など)	特になし	同じ趣味の人が多いこと;学校が楽しい;休みが多い;部活が楽しい	特にない	楽で楽しい	就職			システムエンジニア;家電・電子機器などの開発;電気工事	
2018/02/28 3:55:34 午後 GMT+9	3	男	専門科目が面白そうだったから。	特になし	電気電子系	Windows	英検;アマチュア無線	ロボットやドローン;マイコンなどの電子工作;ゲーム制作;アプリ開発	同じ趣味の人が多いこと;学校が楽しい;やりたいことが出来ること	制作	がんばってください。	大学編入	電気系;電子系			
2018/02/28 3:55:39 午後 GMT+9	3	男	電気が少しだけ興味あったから	特になし	電気電子系	Mac	数検;アマチュア無線;危険物取扱者 (乙4など)	ゲーム制作;アプリ開発;画像処理;映像制作;音楽制作	休みが多い	たくさん遊ぶこと	遊ぼう	迷っている				
2018/02/28 3:55:40 午後 GMT+9	3	男	特に	特になし	電気電子系	Windows;Mac;Linux;Chromebook;学校PC (Windows)	英検;数検;漢検;TOEIC (300以上);TOEIC (500以上);TOEIC (700以上);アマチュア無線;電検;基本情報処理技術者 (FE);応用情報処理技術者 (AP);セキュリティスペシャリスト;危険物取扱者 (乙4など)	プログラミングをすること;電動機や発電機（モータ）;ディープラーニングや人工知能;ロボットやドローン;マイコンなどの電子工作;ゲーム制作;Webサイト制作;アプリ開発;画像処理;データサイエンス;映像制作;音楽制作;3DCG制作;発電効率・発電方法;プラズマ・核融合;WebやDTPなどのデザイン;特になし	同じ趣味の人が多いこと;専門科目が先取りできること;学校が楽しい;授業が面白い;やりたいことが出来ること;休みが多い;部活が楽しい	特になし	特になし	大学編入	電気系;情報 (工学)系;情報 (理学？データサイエンス)系;電子系	特になし		
2018/02/28 3:55:40 午後 GMT+9	3	男	将来やりたい仕事に近い科目であったため	特になし	電気電子系	Mac	英検;数検;漢検;TOEIC (300以上);アマチュア無線	画像処理;映像制作;音楽制作	同じ趣味の人が多いこと	音響について学びたい	課題が大変ですよ！	大学編入	電気系;電子系	九州大学		
2018/02/28 3:55:43 午後 GMT+9	3	女	なんとなく	特になし	情報系	Windows	英検;数検;漢検;TOEIC (500以上);アマチュア無線;基本情報処理技術者 (FE)	プログラミングをすること;ディープラーニングや人工知能;Webサイト制作;アプリ開発;映像制作;音楽制作;3DCG制作	やりたいことが出来ること;休みが多い;部活が楽しい	プログラミングを深く学びたい	楽しいです	迷っている				
2018/02/28 3:55:48 午後 GMT+9	1	男	楽しみ	特になし	迷っている	Windows	英検	特になし	部活が楽しい	特になし	特になし	迷っている				
2018/02/28 3:55:51 午後 GMT+9	3	男	プログラミング技術を学びたかったから	授業の進行の速度	情報系	Windows	TOEIC (300以上);危険物取扱者 (乙4など)	プログラミングをすること;ディープラーニングや人工知能;マイコンなどの電子工作;ゲーム制作	同じ趣味の人が多いこと	人工知能の学習	天国と地獄が同時存在する場所だと思います	迷っている				
2018/02/28 3:55:54 午後 GMT+9	3	男	情報系に興味があった	特になし	情報系	Windows	漢検;TOEIC (300以上)	プログラミングをすること;ゲーム制作;アプリ開発;データサイエンス	専門科目が先取りできること;学校が楽しい;授業が面白い;休みが多い;部活が楽しい	進学のリサーチもしくは勉強	大変だからがんばれ	大学編入	情報 (工学)系;情報 (理学？データサイエンス)系	北海道大学、東北大学あたり		
2018/02/28 3:55:58 午後 GMT+9	3	男	なんとなく	特になし	情報系	学校PC (Windows)	アマチュア無線;危険物取扱者 (乙4など)	特になし	休みが多い	進級	勝手にどうぞ	迷っている				
2018/02/28 3:56:02 午後 GMT+9	3	男	回路の勉強を学びたかったから	特になし	電気電子系	Windows	英検	ゲーム制作	学校が楽しい	特になし	頑張ってください	就職			家電・電子機器などの開発;電気工事	
2018/02/28 3:56:11 午後 GMT+9	3	男	電気と情報どちらもできるから	特になし	電気電子系	Windows	数検;TOEIC (300以上);アマチュア無線;危険物取扱者 (乙4など)	電動機や発電機（モータ）	同じ趣味の人が多いこと	特に無し	まあ、頑張って	大学編入	電気系			
2018/02/28 3:56:13 午後 GMT+9	3	男	あまり覚えてない	特になし	電気電子系	Windows	漢検	特になし	後悔してます	進級	本当に好きじゃないなら入らない方がいい生半可な気持ちで来ると後悔します	就職			考えていない	
