http://ieee-nagoya.org/research_grant.html,平成30年3月24日,平成29年8月オーストラリア，シドニーで開催された国際会議（ICEMS2017-Sydney）において、専攻科1年生の馬渕俊弥君(冨田(睦)研究室)が、専攻科特別研究の成果を発表しました。平成30年3月24日(土)、その発表が評価され、IEEE(米国電気電子学会)名古屋支部 2018年国際会議研究発表賞を受賞しました。なお、大学院生を含め、受賞者は応募総数18名中9名でした。,表彰式の様子
#,平成30年1月,岐阜高専電気情報工学科では日本原子力文化財団の助成を受け、平成29年度に原子力燃料の地層処分に関する施設見学会を実施しました。就職などにより原子力に関わる学生が多い中、原子力の教育がほとんどされていないことから、学生に知識取得の機会を与えるために実施した事業です。,見学会の内容などはこちら
http://www.icems2017.org/,平成29年9月,平成29年8月、オーストラリア，シドニーで開催された国際会議（ICEMS2017-Sydney）において、専攻科1年 馬渕俊弥君，平成29年3月電気情報工学科卒業生 牧村愛萌さん(現三重大学3年)， 電気情報工学科冨田睦雄教授， 平成28年3月専攻科 冨田(睦)研修了生 近藤翔太さん(現名古屋大学大学院博士前期課程2年)，本校技術室技術長(電気情報工学科オフィス)加藤真二先生，他2名の研究グループが「優秀論文賞第3位」である「Best Paper Award，The Third Prize」を受賞しました。 ,ICEMS2017 
#,平成29年6月, 平成29年6月29日に開催されたDICOMO2017にて，学生・社会人を含めた参加者259名のなかから専攻科1年生の藤澤君（田島研究室）が優秀プレゼンテーション賞(DICOMO2017)を受賞しました。
#,平成29年6月, 平成29年6月16日(金)、本校電気情報工学科にて、中部電力株式会社電力技術研究所　博士(工学) 山田康二 様に「火力発電の仕組みと熱サイクル」についてご講演頂きました。
#,平成29年4月, 平成29年4月20日に本校電気情報工学科卒業生の長谷川勝先生（現中部大学工学部教授）の研究グループの論文が電気学会学術振興賞（論文賞）を受賞しました。
#,平成28年12月, 平成28年12月ニュージーランド，オークランドで開催された国際会議(SPEC2016-Auckland)において、5年生の牧村愛萌さん(冨田(睦)研究室)が、卒業研究の成果を発表しました。平成29年3月24日(金)、その発表が評価され、IEEE(米国電気電子学会)名古屋支部2017年国際会議研究発表賞の受賞が決定しました。なお、授賞式は4月1日(土)に行われました。
